wage,height,weight,age,educ,male,married
49500,186,79,50,10.5,1,1
18400,160,68,48,13.5,0,1
157000,178,89,58,14,1,1
38666,188,85,42,13.5,1,1
74600,174,76,42,15,1,0
29800,172,115,46,11.5,1,1
38400,172,90,59,11.5,1,0
37600,165,65,38,10.5,0,0
36400,174,118,37,11.5,0,0
35200,192,95,36,11.5,1,0
38450,172,65,39,11.5,0,0
31400,167,80,50,11,0,0
31200,189,92,26,9,1,0
58400,195,80,43,16,1,1
27000,176,77,31,12,0,1
30000,183,87,32,11.5,1,1
27176,173,103,56,10.5,1,1
29200,163,86,54,11,0,1
62500,168,74,34,11,1,0
31600,165,65,33,7,1,1
25800,172,68,26,12,0,1
52750,182,90,28,11.5,1,1
46800,174,67,39,18,1,0
32280,176,68,29,11.5,0,0
96284,196,105,60,18,1,1
24000,175,67,28,10.5,1,0
28900,160,65,63,7,1,1
39638,178,83,32,10.5,1,0
86200,191,92,43,18,1,1
45400,183,90,53,11.5,1,1
47090,170,64,64,13.5,1,1
45640,192,78,32,18,1,0
21906,155,47,25,11.5,0,0
80996,192,80,49,18,1,1
100069,184,85,58,18,1,1
42600,174,68,45,10.5,0,1
90000,175,86,47,11.5,1,1
68200,163,105,55,11.5,1,0
32800,169,77,29,13,1,0
24800,170,77,53,11,1,1
25072,170,72,30,12,1,1
37200,170,77,30,10.5,1,1
23260,174,73,30,11,0,1
30496,170,79,26,12,1,0
30000,168,64,25,11.5,0,0
120360,181,86,41,11,1,1
29940,169,78,28,13.5,0,0
23648,183,81,30,10.5,1,0
68200,180,90,43,11.5,1,1
77000,188,95,56,11.5,1,1
39650,160,64,59,18,0,0
27600,178,73,30,10.5,1,0
90000,163,100,44,12,0,0
35800,162,80,38,11.5,0,0
40100,168,98,49,10.5,1,0
65600,173,70,57,11,1,1
39000,170,85,46,10.5,1,1
43042,165,53,28,16,0,0
27825,164,68,50,10.5,0,0
26400,188,83,42,14.5,1,0
67150,190,85,41,14.5,1,1
43050,170,92,54,10.5,1,1
29550,178,72,27,11.5,1,0
18001,186,83,25,11.5,1,0
35846,175,104,48,11.5,1,0
18421,162,68,42,11.5,0,0
45000,194,92,31,14.5,1,1
24000,165,75,55,18,1,0
30000,176,80,50,12,1,1
12612,158,67,55,11,0,1
39100,163,80,58,10.5,1,1
25600,165,70,25,11.5,1,0
24722,170,90,28,11.5,0,1
42000,186,128,42,11.5,1,1
34560,179,91,56,10.5,1,1
35731,180,85,38,18,0,1
19000,169,72,36,18,0,0
55200,180,87,60,18,1,1
36000,178,84,36,11.5,1,1
60000,179,76,43,18,1,1
33400,173,63,39,10.5,1,0
55502,168,84,31,18,0,0
39600,180,82,51,11,1,1
16203,158,60,49,11,0,1
39200,163,56,34,18,0,1
72000,179,80,40,13.5,1,1
84000,176,75,51,18,1,1
66000,177,85,28,16,1,0
34800,178,69,22,11.5,1,0
49800,170,78,60,10.5,1,1
18109,180,80,32,18,1,0
57000,174,82,46,10.5,1,1
12610,165,53,52,12,0,0
77900,184,75,40,11,1,1
35422,160,68,38,11.5,0,1
49600,173,72,40,15,1,1
18001,196,114,40,18,1,0
64900,168,65,38,18,0,0
74000,186,78,57,11,1,1
62700,171,58,54,11.5,1,0
57300,195,89,46,18,1,1
64480,164,60,48,18,0,1
60000,176,90,64,18,1,1
33800,169,68,34,18,0,1
38400,173,76,42,18,1,1
49200,186,88,49,12,1,1
64800,180,108,46,18,1,0
65700,180,85,51,18,1,1
98800,190,105,51,16,1,1
16000,165,84,45,10.5,0,0
41840,165,63,44,10.5,1,1
111600,182,78,63,12,1,1
19900,174,68,38,18,0,0
31380,150,50,58,11,0,1
40001,168,65,40,15,1,1
87000,169,78,51,16,1,1
98000,180,79,53,16,1,1
56400,181,79,35,10.5,1,1
37600,185,86,57,10.5,1,1
62400,185,78,35,15,1,1
35100,176,76,44,11.5,1,1
64000,183,85,43,18,1,0
31237,174,83,50,9,1,1
36700,182,102,45,12,1,1
58640,178,82,48,11,1,0
70200,183,80,52,18,1,1
28200,175,82,40,11.5,1,0
47560,176,93,44,10.5,1,1
69700,185,92,38,10.5,1,1
64800,190,100,53,18,1,1
48560,175,70,51,16,1,1
32015,164,58,44,12,0,0
27100,180,70,51,10.5,0,0
14760,158,75,64,10.5,0,1
53800,174,85,55,10.5,1,0
43300,188,79,35,11,0,1
44108,181,77,39,10.5,1,1
60017,168,70,52,18,0,1
47315,184,88,50,13,1,1
82400,185,100,47,10.5,1,1
38200,172,90,48,11.5,0,0
33600,176,77,35,11,1,1
96094,158,50,49,13,0,0
84500,178,83,57,15,1,1
53600,180,80,35,11.5,1,1
35625,176,81,49,12,1,1
45500,173,104,46,12,1,1
17400,160,59,47,9,0,1
30800,185,93,53,11,1,1
20360,164,65,52,10.5,0,1
29300,186,92,26,10.5,1,0
33934,183,95,50,10.5,1,1
38300,171,72,33,11.5,0,0
52000,189,90,34,11.5,1,0
35854,180,86,53,15,1,1
42600,205,130,31,11.5,1,1
19285,172,87,29,15,0,1
20898,160,87,60,11.5,0,0
40150,172,71,47,12,1,0
30450,178,82,39,16,1,1
40300,180,88,48,10.5,1,0
27100,158,65,23,11.5,0,0
61200,185,77,43,16,1,1
53355,183,64,45,12,0,1
35856,188,93,48,11.5,1,1
29664,156,58,60,10,0,1
24700,181,80,40,16,1,0
60000,169,66,43,12,1,0
17380,164,86,29,13,0,0
32860,174,111,44,11,1,1
39000,176,72,41,10.5,1,1
44800,185,98,56,15,1,0
32400,167,75,31,9,1,1
90261,180,105,57,11,1,1
20800,176,62,23,11.5,1,0
52104,178,100,28,12,1,0
39200,178,66,42,11.5,1,0
39400,184,87,60,10.5,1,1
29800,168,75,29,13.5,0,0
81000,182,104,47,12,1,1
30000,179,74,53,15,1,0
30000,168,65,42,11.5,0,0
55000,175,100,54,11.5,1,1
24000,173,70,58,10.5,1,1
43750,178,92,32,12,1,1
43868,178,79,49,11.5,1,1
51220,172,65,49,16,1,1
15570,170,78,52,12,1,1
37576,173,65,25,18,1,0
16000,178,68,59,10.5,0,1
31505,162,53,42,9,0,0
44000,178,86,45,10.5,1,1
41789,178,95,33,10.5,1,1
41990,180,77,54,12,1,0
27600,176,108,58,12,1,0
15600,158,66,56,14.5,0,0
18000,185,95,21,10.5,1,0
19800,170,80,23,10,0,1
18000,175,75,24,9,1,1
37495,192,90,50,11.5,1,1
240000,183,97,53,18,1,0
43216,195,97,38,16,1,1
57000,187,120,55,18,1,1
18000,173,67,47,14.5,0,0
67500,175,83,48,10,1,1
167570,183,79,58,18,1,1
44883,182,81,54,10.5,1,0
15600,182,90,37,8.5,1,0
76164,177,96,52,16,1,1
41544,180,78,31,16,1,1
100400,190,95,43,16,1,1
66130,160,58,35,16,0,0
56400,180,101,52,18,1,1
52687,183,82,47,7,1,1
32358,175,80,52,10.5,1,1
34592,182,74,40,14.5,1,0
66985,176,95,51,18,1,1
47200,157,78,47,16,0,1
56500,185,106,39,10.5,1,0
75500,187,99,45,13,1,1
38060,186,80,45,11.5,1,0
51833,165,68,52,10.5,1,1
33600,159,54,50,11.5,0,1
21480,168,92,47,9,0,1
86043,186,78,39,18,1,1
33602,169,71,43,11,1,1
22875,164,70,38,9,0,1
38800,180,80,39,12,1,1
46600,180,78,39,18,1,1
24020,164,65,36,18,0,1
51300,183,91,46,8.5,1,1
106600,179,85,48,10.5,1,1
42550,170,80,35,12,0,0
25812,160,50,47,10.5,0,1
38970,170,67,50,11.5,0,1
38801,192,93,48,10.5,1,1
24000,180,78,40,16,1,0
14904,175,69,41,9,1,1
35300,154,56,39,10.5,0,1
40900,156,70,42,10.5,0,0
24560,157,80,52,18,0,0
43950,170,80,64,10.5,0,0
60200,178,70,40,18,1,1
49000,186,88,44,10.5,1,0
14400,177,82,45,18,0,0
54000,163,52,56,15,0,0
35000,190,83,48,18,1,0
38400,178,87,42,18,1,1
43600,186,84,56,10.5,1,0
37240,174,74,34,10.5,1,1
37000,171,80,49,11.5,1,0
14700,160,90,40,11,0,0
36052,178,60,29,18,0,0
34150,179,95,32,18,1,1
19392,172,83,32,15,0,1
37416,160,85,31,18,0,0
16203,163,75,45,9,0,0
21860,174,87,43,11,1,0
35000,165,78,54,12,0,0
15133,175,75,38,15,1,0
62870,182,85,43,15,1,1
32720,169,71,60,10.5,1,1
26300,165,65,28,12,0,0
30400,174,78,29,13.5,1,0
32500,181,84,32,12,1,1
28923,152,60,38,11.5,0,0
13505,173,85,51,10.5,1,1
17000,179,80,30,10.5,1,0
93700,173,90,60,12,1,1
96000,189,100,60,11.5,1,1
15600,168,58,27,13,0,0
38620,178,135,43,10.5,1,0
31200,180,92,36,14,1,0
42900,165,90,57,18,0,1
26646,181,79,30,10.5,1,0
35200,192,95,44,11.5,1,1
21600,172,81,37,11.5,0,1
42517,180,72,49,10.5,1,0
39000,165,48,28,18,0,0
48922,176,78,47,12,1,1
21122,156,55,26,10.5,0,0
44500,187,83,36,10.5,1,1
38600,172,86,54,10.5,1,1
41200,173,86,52,15,0,1
31200,170,63,43,10.5,0,0
78800,186,94,56,11.5,1,1
28200,167,67,45,10.5,1,1
58000,175,90,49,10.5,1,1
39402,182,74,39,10.5,1,0
59000,172,55,52,18,0,0
114000,174,97,53,15,1,1
31277,176,79,22,10,1,0
48000,178,79,38,11.5,1,1
271920,190,97,39,15,1,1
71500,173,74,45,16,1,0
48000,177,85,58,15,1,1
64800,187,107,39,17,1,1
95200,172,91,50,15,1,1
124562,170,70,63,11,0,0
36860,195,105,48,10.5,1,1
249894,185,92,45,18,1,1
43400,173,68,49,11.5,1,1
46582,175,90,55,15,1,1
70095,179,79,38,17,1,0
52300,167,55,30,14,0,0
37530,181,86,28,11.5,1,0
127680,187,106,55,15,1,1
38800,178,57,31,15,0,1
44500,174,83,42,11,1,1
30624,186,72,27,14.5,0,0
38700,176,80,63,11,1,1
152084,181,95,53,18,1,0
47500,181,93,51,11.5,1,1
21600,160,66,24,10.5,0,0
22350,180,98,51,11.5,1,1
30100,175,75,48,10.5,1,1
35000,163,52,45,10.5,0,0
69040,185,78,45,18,1,1
38600,181,101,45,12,1,1
55418,176,93,48,11,1,0
30000,162,86,34,10.5,0,0
33200,160,63,25,11.5,0,0
32086,184,75,38,10.5,1,0
42009,167,62,45,15,1,0
56220,179,96,58,11.5,1,0
18001,170,89,47,15,1,0
59943,176,72,46,16,1,1
70000,178,80,47,12,1,0
37800,166,68,33,12,0,0
30300,174,78,47,10.5,1,1
16800,162,77,34,14.5,0,1
34201,165,78,40,10.5,1,1
39900,160,56,29,12,0,0
43200,180,75,63,11,1,1
39492,172,60,31,18,0,0
21600,158,60,21,10.5,0,0
98800,183,81,53,17,1,0
21700,166,80,28,11.5,0,0
23150,187,88,30,12,1,0
27050,170,85,51,10.5,1,1
19200,159,53,49,11.5,0,1
18800,160,90,48,10.5,0,0
17200,175,125,21,9,1,0
41350,191,80,53,13.5,1,0
44400,183,90,44,15,1,1
33700,184,105,54,11.5,1,1
34100,175,83,58,10.5,1,1
50015,172,60,37,18,0,0
25000,183,85,50,10.5,1,1
46100,163,52,56,14.5,0,1
42200,178,95,53,10.5,1,1
27600,184,104,44,11.5,1,1
45661,185,92,54,10.5,1,1
27600,178,110,44,10.5,1,1
14400,185,77,32,10.5,1,1
24625,187,98,29,10.5,1,1
55074,180,78,58,10.5,1,0
36134,175,70,53,10.5,1,1
27900,185,86,57,11.5,1,1
23000,172,82,54,10.5,1,1
21600,176,80,27,10.5,1,0
85684,182,86,48,18,1,1
62144,175,65,40,11.5,0,1
57600,174,72,48,15,1,0
35550,165,60,36,16,0,0
42917,186,92,40,10.5,1,1
57624,175,80,36,11,1,1
29275,178,94,48,8.5,1,1
62900,175,73,39,18,1,1
30000,165,73,58,10.5,1,0
44400,183,94,40,11,1,1
25700,178,85,43,9,1,1
29300,176,98,62,10.5,1,1
33300,168,60,28,11.5,0,0
53144,190,82,28,15,1,0
36500,178,110,60,10.5,1,1
45900,175,77,50,11.5,1,1
24200,170,73,28,11.5,1,0
21200,171,63,24,12,0,0
39700,169,76,50,10.5,0,1
21600,178,94,36,10,1,0
62200,171,85,58,18,1,1
35400,169,69,31,18,0,1
29200,175,85,32,11.5,1,1
38200,165,65,48,12,0,0
65400,175,80,41,16,1,1
42050,185,70,37,18,1,1
34000,168,64,31,18,0,1
67800,170,68,35,15,1,1
40024,191,90,28,18,1,1
26936,165,54,39,13,0,1
39750,178,115,42,11.5,1,1
33900,166,55,34,16,0,1
30000,173,83,38,11.5,1,1
20400,168,80,43,12,0,1
30972,178,74,34,11.5,1,0
23614,168,69,48,10.5,0,0
22800,180,85,29,10.5,1,1
46600,183,95,56,10.5,1,1
27245,174,78,61,10.5,1,1
26950,170,71,49,10.5,1,1
60200,180,85,48,18,1,1
25950,188,80,42,15,1,0
27728,167,63,42,10.5,0,0
26400,165,85,54,10.5,0,0
17650,168,75,47,10.5,1,1
30080,160,65,45,10.5,0,1
34700,174,81,42,10.5,1,1
36000,178,90,63,9,1,1
30600,185,90,31,10.5,1,0
19907,175,95,59,10.5,1,1
12596,190,120,27,9,1,0
13345,176,94,44,11,1,1
31200,176,70,25,10.5,1,0
15903,190,85,37,10.5,1,1
36700,170,70,56,10.5,1,1
24300,175,80,29,10.5,1,0
46809,168,63,32,8.5,0,0
22000,196,110,53,10.5,1,1
16800,169,90,51,10.5,0,1
16800,180,80,31,10.5,0,1
33298,163,85,42,11.5,0,1
39600,186,95,45,10.5,1,1
21480,180,70,21,11.5,1,0
63992,177,85,37,13.5,1,1
25150,173,71,40,11.5,1,1
35400,168,86,40,14.5,0,1
72000,180,78,61,10.5,1,1
26960,174,94,31,10.5,1,1
29466,170,130,40,11.5,0,0
33930,185,85,53,11.5,1,1
39900,165,58,56,15,0,0
15200,177,74,25,11.5,1,0
28600,174,86,58,12,0,0
15250,161,62,49,12,0,0
49991,175,63,50,12,1,0
32000,173,60,42,12,0,1
52000,186,92,45,9,1,1
18850,186,92,32,11,1,1
41184,175,82,55,12,1,0
68604,170,63,45,13,1,1
44700,177,100,44,12,1,1
29520,181,90,42,10.5,1,1
49380,172,85,47,9,1,1
33604,179,90,42,12,1,1
58160,157,85,56,16,1,1
41800,182,84,29,12,1,0
31200,184,97,50,12,1,0
17186,169,53,21,10.5,0,0
46301,183,79,32,16,1,0
27600,192,99,29,11,1,1
32200,170,68,32,11,1,0
24100,167,54,32,10.5,0,0
54553,168,78,61,18,0,1
40500,164,68,44,16,0,0
16800,178,70,58,10.5,1,0
13599,162,95,49,11.5,1,1
32100,182,98,53,11,1,1
32042,170,75,51,10.5,0,1
19400,178,68,41,11,1,1
27600,179,92,53,12,1,0
56900,187,87,46,12,1,1
78000,176,90,45,11,1,1
25894,163,73,45,12,0,1
131750,182,102,50,16,1,1
72036,178,86,57,15,1,1
16596,175,71,51,10,0,1
31900,172,80,44,11,0,1
31300,178,80,48,11,1,1
13200,158,56,50,11.5,0,1
19200,180,79,22,11.5,1,0
24000,165,67,28,11.5,0,0
35500,178,75,31,16,1,1
41106,180,100,46,10.5,1,0
27728,163,70,47,11.5,0,0
24501,170,90,38,11,1,1
31700,165,60,50,10.5,0,0
70085,178,92,45,17,1,1
114090,188,75,35,18,1,1
47500,169,74,58,16,1,1
37500,162,70,53,13,0,1
36900,174,83,54,11.5,1,0
33339,171,86,57,10.5,1,0
36000,172,66,52,18,0,1
38900,185,90,47,13,1,1
40300,190,103,50,12,1,1
19368,180,70,49,11,0,1
15000,208,90,28,12,1,1
19800,180,80,25,11.5,1,0
73128,175,60,48,15,0,0
36486,178,82,46,11.5,1,0
36000,175,64,37,14.5,1,1
29844,149,53,36,15,0,1
17900,159,56,29,11,0,0
14300,180,77,26,10.5,1,0
40600,175,98,52,10.5,1,1
30000,176,92,41,10.5,1,1
20880,168,64,54,10.5,0,1
22900,170,60,23,11.5,0,0
46500,179,68,52,10.5,1,0
52000,178,93,60,11,1,1
21800,178,98,44,11,1,1
31200,176,67,41,11,1,0
38000,190,98,49,12,1,0
41600,180,120,47,11.5,1,1
18900,174,73,22,9,1,0
42800,180,110,53,10.5,1,1
12810,160,54,38,11,0,1
26000,178,85,41,10.5,1,1
62900,170,79,62,10.5,1,1
28100,177,102,31,11.5,1,1
35000,183,115,34,11.5,1,0
13200,165,65,37,10,0,0
47900,167,50,28,10.5,0,0
22830,165,53,25,10.5,0,0
34350,184,76,49,10.5,1,1
31800,158,54,43,11.5,0,1
73000,172,92,53,8.5,1,1
20800,169,68,49,12,0,1
34900,173,102,39,10.5,1,1
75800,163,75,61,16,0,1
45600,177,75,45,10.5,1,1
44200,176,84,54,11.5,1,1
18000,175,92,57,10.5,1,0
55700,174,78,44,11.5,1,1
24400,180,75,26,11.5,1,0
21223,165,84,22,10.5,0,0
28400,173,81,34,9,1,1
23736,165,57,34,11.5,0,1
40192,175,67,32,15,1,1
28800,190,93,51,9,1,1
75307,180,100,56,18,1,1
36840,161,53,57,18,0,1
24152,160,72,41,16,0,0
31200,165,62,41,13,1,0
57500,174,75,43,18,1,0
65361,162,62,41,14.5,0,0
18000,180,83,41,11,1,1
24800,165,94,43,12,0,1
27683,187,95,50,11.5,1,1
18000,187,76,26,10.5,1,1
22505,160,57,25,11.5,0,1
32400,166,65,24,11.5,0,1
37859,176,95,25,10.5,1,1
111800,178,76,56,12,1,0
71500,172,92,58,15,1,1
25508,162,58,57,18,0,1
43962,178,94,46,10.5,1,1
42000,175,97,43,10.5,1,1
34100,184,82,50,11.5,1,1
32200,157,47,44,10.5,0,1
23600,172,75,41,11.5,0,0
38400,190,92,46,11,1,1
23360,164,69,39,14,0,0
48731,178,97,50,11,1,1
31700,168,82,50,10.5,0,1
30200,165,76,55,10.5,0,1
132000,170,68,59,14,1,1
24000,185,80,36,11,1,0
22889,170,80,50,12,0,0
36200,170,95,53,11.5,0,0
45860,152,63,38,10.5,0,1
45013,180,70,64,10.5,1,1
39300,174,75,55,9,1,1
16900,180,106,24,10.5,1,0
21880,168,100,39,11.5,0,0
16500,170,82,50,11,1,0
40930,178,83,42,10.5,1,1
29170,166,54,38,17,0,1
53800,185,95,39,10.5,1,1
19700,160,52,37,11.5,0,1
52400,186,82,47,18,1,1
24300,170,75,47,12,0,1
31000,186,114,56,11,1,1
22206,183,99,32,14.5,1,0
31700,194,100,28,13.5,1,0
29201,180,80,30,11.5,1,1
14400,168,70,47,10,1,1
35280,178,120,48,10.5,1,1
35452,164,74,51,14,0,0
52800,164,72,54,10.5,0,0
90000,169,72,33,15,0,1
26801,172,100,46,11,0,1
36000,178,94,48,9,1,1
60000,162,59,53,18,1,1
34990,175,85,62,10.5,1,1
39400,186,100,51,11.5,1,1
120000,166,79,47,10.5,0,1
33400,175,80,46,11.5,0,0
30000,193,104,47,10.5,1,0
113600,172,68,44,15,1,1
42400,183,78,47,11.5,1,1
26473,165,70,59,13.5,0,1
27300,182,86,56,12,1,0
37100,188,125,58,10.5,1,1
36800,175,67,47,11.5,1,1
25000,180,79,33,13.5,1,0
16800,160,85,36,11.5,0,0
30400,178,90,52,10.5,1,0
39789,175,70,45,11.5,1,1
16805,163,53,33,11.5,0,0
56524,178,82,63,12,1,0
22500,165,79,52,11.5,0,1
28730,171,80,51,10.5,1,1
13940,169,63,55,11.5,0,0
61000,186,166,54,10.5,1,1
15120,158,62,51,18,0,0
28724,178,102,54,16,1,0
32200,180,85,43,9,1,1
45000,180,74,31,18,1,1
31800,160,61,27,13,0,0
39200,180,87,30,10.5,1,0
82000,183,100,47,11,1,1
46630,158,50,54,10.5,0,0
38400,176,63,49,11.5,1,1
23300,175,80,61,11,1,0
70800,174,80,51,18,1,1
71550,181,85,53,13.5,1,0
39060,175,66,48,14.5,0,0
30072,167,65,61,13,0,0
70000,179,86,43,11.5,1,1
29627,172,75,41,13.5,0,1
25313,170,76,54,10,0,0
28700,170,66,46,11.5,0,0
24000,158,68,48,13,0,0
39524,160,40,49,15,0,1
41538,168,70,60,12,0,0
112000,172,82,44,18,1,1
36000,164,65,40,12,0,1
15700,168,70,49,14.5,0,1
66300,180,75,52,13.5,1,1
34936,168,82,48,15,0,0
70800,178,70,52,13,1,1
25090,164,61,60,10.5,0,0
24002,180,67,39,18,1,0
31255,171,87,57,15,1,0
31600,159,48,48,12,0,0
39086,164,68,62,12,0,0
71101,168,80,59,12,1,1
42000,190,88,44,18,1,0
35844,174,60,47,10,0,1
34222,178,78,47,11.5,1,1
13870,170,67,41,12,0,1
31915,180,80,42,12,1,1
37200,160,65,56,18,0,1
75000,176,114,43,14.5,1,0
36491,173,53,33,15,0,0
132000,188,94,37,15,1,0
19856,182,71,34,18,0,0
16560,177,70,37,11.5,0,0
24156,160,60,48,11.5,0,0
19200,189,82,44,14,1,0
18250,168,53,40,18,0,0
27000,188,83,49,12,1,1
19200,159,54,40,12,0,1
20210,178,72,25,14.5,0,1
20160,181,80,28,11.5,1,0
16800,165,57,21,11.5,0,0
15751,178,64,52,11.5,1,0
25620,172,60,29,10,1,0
60000,173,78,57,18,1,1
34944,159,52,53,18,0,1
13200,178,75,56,11.5,1,1
16200,180,78,59,8.5,1,1
15860,164,79,60,10.5,0,1
20400,148,46,51,18,0,1
44950,168,80,58,13,1,1
24000,158,55,55,16,0,1
38248,155,48,27,16,0,0
14400,176,85,62,9,1,1
18000,173,78,40,11.5,1,1
96000,178,85,36,18,1,0
65000,189,85,31,18,1,0
31200,173,78,59,18,1,1
29600,174,79,53,18,1,1
30720,176,82,52,10.5,1,0
32200,165,76,42,10.5,1,1
28850,170,84,48,11.5,1,1
12870,158,89,49,11.5,0,1
50706,157,69,54,18,0,0
24000,178,81,30,13,1,0
14400,172,54,33,10,0,0
26150,175,77,48,11.5,1,0
14832,185,80,46,11.5,1,1
48900,158,62,48,11.5,0,1
26400,174,77,44,12,1,1
21100,160,51,39,12,0,1
35400,182,87,46,11.5,1,0
34200,168,65,46,11.5,0,0
28800,174,59,37,18,0,0
15600,169,95,54,11.5,0,1
27300,175,55,30,16,0,0
81147,175,78,32,18,1,1
28000,175,78,35,16,1,1
57360,182,88,55,16,1,1
46642,158,62,55,15,0,1
20400,170,92,38,11.5,1,0
34800,176,110,44,12,1,1
15000,167,95,41,11.5,0,1
44400,179,66,37,18,1,0
37200,172,53,35,18,0,0
31283,175,71,55,18,1,1
26531,172,81,53,14,0,1
24122,176,80,27,14.5,0,0
44000,152,60,56,15,0,1
41500,169,86,56,18,1,1
43884,180,98,45,18,1,1
32409,172,107,44,12,0,1
54000,180,97,47,15,1,1
31150,180,80,46,12,1,1
24060,184,120,40,11.5,1,1
18648,168,58,36,11.5,0,1
33604,178,82,51,11.5,1,1
30000,163,58,50,15,0,1
66350,172,63,42,12,0,0
26000,176,76,39,11.5,1,0
38172,173,80,47,10.5,1,1
51500,174,85,55,13,1,1
23800,158,63,50,13,0,1
36560,177,85,53,13,1,1
36746,168,72,40,11.5,0,1
43200,162,70,54,13,0,1
62100,171,80,58,13,1,1
29852,168,64,44,13,1,1
13620,158,54,40,11.5,0,1
39600,180,98,54,13,1,1
49950,165,80,50,11.5,0,1
30300,180,78,26,13.5,1,0
20800,182,83,26,13.5,1,0
17200,176,90,52,11.5,1,1
33600,176,73,48,18,1,1
31450,173,68,47,18,0,1
15750,167,80,61,10.5,0,1
30900,159,61,43,11.5,0,1
17400,163,90,46,10.5,1,1
13370,162,92,38,11.5,0,0
32900,180,60,29,11.5,1,0
21600,160,87,51,11.5,0,0
28600,165,60,51,11.5,0,1
13200,166,54,29,12,0,0
29118,173,75,30,11.5,1,0
36089,182,96,50,15,1,1
29608,170,64,47,11.5,0,1
25200,174,87,49,11.5,1,1
48272,167,56,35,18,0,0
33750,178,74,33,13,1,0
73600,174,100,37,18,1,0
25900,165,74,58,11.5,1,1
31600,170,68,39,11.5,1,1
12700,162,56,35,11.5,0,1
39000,176,75,51,11.5,1,1
16800,175,65,25,13.5,1,0
24850,183,100,33,12,1,0
35305,146,65,50,11.5,0,0
24000,173,78,52,11.5,1,0
40600,168,67,50,13,0,1
27060,168,83,25,16,0,0
38939,180,80,36,11.5,1,0
21600,180,100,54,11.5,1,1
46002,186,97,53,11.5,1,1
21600,181,59,32,11.5,1,0
22800,170,80,43,14.5,0,1
19800,180,85,43,11.5,1,1
30000,180,82,51,15,1,0
27380,155,56,56,12,0,0
75900,175,75,56,18,1,1
21658,156,48,56,11,0,1
24000,182,73,34,11.5,1,0
25600,168,65,52,12,0,1
16620,181,101,52,11.5,1,1
50700,182,82,47,13,1,1
45330,165,60,44,18,0,0
49900,181,91,60,15,1,1
42600,170,78,55,13,0,1
32400,183,75,33,11.5,1,0
16050,182,92,26,11.5,1,0
18001,196,98,31,11.5,1,0
24800,160,59,40,11.5,0,0
58100,179,100,57,18,1,1
13300,164,80,50,12,0,1
42000,184,82,58,11.5,1,1
19800,162,62,53,11.5,0,1
12600,163,58,25,10,0,0
27600,170,70,25,11.5,1,0
14050,164,125,50,11.5,0,1
26760,172,72,33,10.5,1,1
33200,157,78,58,11.5,0,1
26000,178,89,57,10.5,1,1
18350,186,93,49,10.5,1,1
33600,178,98,53,11.5,1,1
29100,170,68,50,11.5,0,0
21600,183,75,29,11.5,1,1
14080,172,90,62,9,1,0
13126,165,87,51,11.5,0,0
14400,171,55,32,16,0,0
22800,193,95,32,16,1,0
33644,190,95,54,11.5,1,0
43983,185,85,43,15,1,1
24651,176,65,43,13,0,1
24300,160,59,53,11.5,0,1
18600,170,65,25,11.5,1,0
20900,164,53,23,11.5,0,0
12400,166,64,23,10.5,0,0
34000,165,98,50,11.5,0,1
21400,178,83,51,11.5,1,1
27603,196,86,28,10.5,1,0
48335,175,76,42,11.5,1,1
59950,171,89,50,18,1,1
88000,180,82,60,18,1,0
43600,182,80,48,18,1,1
40400,164,59,44,18,0,1
23190,162,74,55,11.5,0,1
20510,173,82,54,11.5,1,1
22700,165,58,56,13,0,0
55900,181,83,41,12,1,1
20400,164,87,58,12,0,1
16800,180,82,39,11.5,1,0
25700,179,79,44,11.5,0,0
27900,168,69,53,18,1,1
33600,152,58,51,11.5,0,1
18000,168,60,59,18,0,1
60000,161,57,31,16,0,0
39200,179,80,45,11.5,1,1
14400,173,75,53,11.5,1,1
12600,165,60,50,12,0,1
29700,166,73,51,15,0,1
27600,169,65,27,14.5,1,0
35550,179,73,46,18,1,1
20400,179,82,37,11.5,1,0
18900,196,97,60,15,1,1
31600,185,77,30,11.5,1,0
48000,186,100,46,16,1,1
18600,178,76,49,11.5,1,1
26000,164,83,48,13,0,1
21320,167,93,62,16,1,1
36200,158,69,32,18,0,1
25890,172,78,31,12,1,1
15000,175,78,31,18,1,1
38900,178,80,44,11.5,1,1
13109,158,63,47,11.5,0,1
31000,178,72,40,11.5,1,1
19550,169,51,39,11.5,0,1
32150,178,81,44,10.5,1,0
19800,172,78,43,15,1,1
20200,168,60,42,12,0,1
21264,175,75,33,9,1,0
24000,166,68,34,11.5,0,0
41000,174,77,58,18,1,1
20900,175,64,31,12,1,0
17436,182,80,44,12,1,0
14227,163,77,49,11.5,0,0
27900,186,114,55,11.5,1,1
17196,159,70,54,11.5,0,1
30000,183,100,47,11.5,1,1
30000,163,66,48,12,0,1
16800,178,80,55,16,1,1
41100,168,82,53,16,0,1
32400,172,70,41,11.5,1,0
36400,168,64,37,15,1,0
15360,172,71,35,12,0,0
19200,178,75,52,11.5,1,1
19800,175,78,29,10.5,1,1
22800,173,75,47,11.5,1,1
18600,173,76,54,12,1,1
33604,161,76,40,18,1,1
18000,175,80,43,11.5,1,0
28550,158,53,39,15,0,0
16000,170,69,40,11.5,0,0
31248,176,71,39,10.5,1,0
33100,186,101,40,11.5,1,1
29200,158,66,58,13.5,0,1
35000,181,68,27,11.5,1,0
23400,178,80,26,11.5,1,0
19430,198,125,55,11.5,1,1
